B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1
10116,9264,8169,7761,8445,8287,7966,1,1.4439850602561846e-11
10028,9203,8102,7681,8641,8708,8277,1,9.930139643015705e-12
10035,9203,8235,7859,9393,8653,8010,1,6.6094648835087336e-12
10087,9229,8127,7723,8398,8193,7949,1,1.4692945689688703e-11
10223,9401,8359,8031,9628,10903,10073,1,4.990783872546965e-12
10194,9352,8329,7918,9823,10389,9650,1,4.295035047099964e-12
10296,9489,8538,8298,10033,11970,10966,1,4.338643930173375e-12
10336,9516,8506,8246,10175,11584,10550,1,3.993646875716486e-12
10340,9524,8531,8231,9765,11276,10447,1,5.032089787446898e-12
10266,9452,8413,8133,9627,11145,10921,1,4.966068185176498e-12
10382,9539,8562,8280,9944,11422,10549,1,4.606138182019423e-12
10330,9483,8503,8212,9832,11622,10729,1,4.658063132619966e-12
10291,9476,8511,8216,10107,11635,11178,1,3.847707113939262e-12
10276,9439,8424,8110,9622,11053,10164,1,5.237895395638219e-12
10435,9607,8650,8434,10144,11604,10574,1,4.536651570512574e-12
10194,9360,8378,8008,9856,10554,9713,1,4.469222116986105e-12
10256,9437,8416,8082,9507,11515,10705,1,5.2567637845474245e-12
10313,9450,8460,8101,9933,10837,9989,1,4.349532623345803e-12
10267,9443,8451,8183,9708,11156,10239,1,5.234028248772482e-12
10330,9484,8476,8171,9753,11222,10389,1,4.892010502096879e-12
10297,9455,8403,8102,9745,11232,10568,1,4.621122701418819e-12
10330,9449,8423,8150,9634,11403,10665,1,5.104667812823179e-12
10197,9338,8277,7840,9247,10688,9929,1,5.5825583762665115e-12
10274,9395,8411,8099,9976,11177,10459,1,4.115516844026839e-12
10229,9392,8385,8003,10316,10978,9895,1,3.473920480332483e-12
10275,9440,8438,8133,9985,10924,9909,1,4.403899382734053e-12
10200,9351,8347,8078,9960,11187,10477,1,4.156832188822058e-12
10215,9386,8377,8075,9691,11132,10487,1,4.790545851657262e-12
10245,9422,8483,8182,10387,12113,10764,1,3.4445471809749165e-12
10274,9444,8429,8052,9736,10520,9826,1,4.790899844166441e-12
10329,9518,8521,8260,10312,11383,10312,1,3.848976776095716e-12
10233,9406,8444,8171,10317,11589,10574,1,3.6201388163192384e-12
10299,9453,8431,8078,9685,11026,10237,1,4.832538384428214e-12
10266,9446,8439,8100,10215,10950,9736,1,3.893488647865862e-12
10271,9428,8439,8099,9991,11092,10062,1,4.2163248390592156e-12
10305,9497,8570,8392,10630,12093,10810,1,3.4708026325304496e-12
10287,9429,8476,8199,10320,12115,10417,1,3.700778705997935e-12
10278,9430,8370,8068,9442,10551,9865,1,5.919734004265486e-12
10281,9455,8463,8159,10658,11651,10366,1,3.1237421116951018e-12
10216,9414,8469,8212,10392,11959,10696,1,3.5508537269725213e-12
10271,9423,8419,8114,9841,11366,10610,1,4.409606696420353e-12
10216,9363,8263,7918,9248,10601,10000,1,5.9641106679001296e-12
10192,9341,8256,7915,9312,10881,10081,1,5.659516705461675e-12
10386,9562,8611,8356,10330,11890,10879,1,3.801982299884326e-12
10307,9455,8446,8131,9675,11427,10685,1,4.868791909144162e-12
10200,9344,8338,7990,9956,11349,10270,1,3.97873220477881e-12
10270,9455,8488,8290,10333,11972,10345,1,3.9452347683458074e-12
10313,9481,8552,8412,10807,12055,10435,1,3.386052600454318e-12
10363,9549,8579,8464,10850,11964,10333,1,3.4227437124598205e-12
10379,9565,8587,8449,10834,12231,10448,1,3.3605249466150496e-12
10461,9625,8720,8644,11654,12652,10535,1,2.6837252709337562e-12
10430,9604,8739,8646,11735,12553,10212,1,2.707095324644709e-12
10294,9469,8479,8292,10436,11468,10073,1,3.852139943662131e-12
10336,9498,8528,8351,10609,11494,10245,1,3.600884649749093e-12
10291,9461,8523,8395,10767,11739,10181,1,3.5168121380346594e-12
10354,9524,8558,8374,10455,11547,10125,1,3.9436555142674746e-12
10283,9420,8445,8273,10307,11570,10109,1,4.069082648273031e-12
10361,9534,8542,8373,10564,11931,10467,1,3.6229404222699273e-12
10380,9566,8683,8610,11393,12351,10391,1,2.9732965071897156e-12
10423,9611,8716,8608,11171,12012,9976,1,3.319104555599219e-12
10358,9535,8575,8360,10569,11852,10216,1,3.656833795810499e-12
10376,9514,8486,8211,10132,11314,10152,1,4.126833931466934e-12
10313,9481,8511,8259,10146,11523,10176,1,4.268607065662381e-12
10335,9495,8498,8268,10132,11412,10249,1,4.290929290945898e-12
10312,9448,8453,8237,9943,11205,10035,1,4.812248772352957e-12
10359,9567,8628,8471,10502,11718,10262,1,4.026462755895137e-12
10452,9622,8680,8538,11135,12056,10204,1,3.1512686036660804e-12
10323,9462,8465,8202,10245,11132,9761,1,4.080008022103808e-12
10359,9508,8501,8214,9843,10892,9861,1,5.016378890551033e-12
10375,9535,8559,8308,10132,11546,10268,1,4.35261698641325e-12
10457,9645,8656,8438,10276,11571,10355,1,4.285059375416919e-12
10528,9708,8732,8504,10356,11543,10331,1,4.235198675841299e-12
10501,9673,8714,8531,10611,11858,10489,1,3.768712964787593e-12
10392,9548,8571,8362,10234,11562,10234,1,4.291667090551451e-12
10432,9588,8536,8304,10142,11098,9881,1,4.4471140198665344e-12
10382,9547,8595,8383,10421,10964,9696,1,4.17453702905801e-12
10438,9655,8734,8531,10892,11595,9986,1,3.5069500232576375e-12
10383,9558,8620,8428,10880,11354,9679,1,3.4986536549347014e-12
10461,9621,8644,8472,10662,11732,10345,1,3.641573746559255e-12
10489,9693,8732,8567,10690,11590,10258,1,3.796110272867605e-12
10465,9634,8686,8492,10613,11660,10351,1,3.750863797517339e-12
10293,9452,8606,8446,10599,11206,9923,1,3.9879353163858075e-12
10250,9421,8560,8424,10840,11852,10316,1,3.444560515912221e-12
10212,9377,8549,8348,11828,11925,10018,1,2.4418251935889924e-12
10256,9432,8630,8532,11384,13008,11208,1,2.7279188708237187e-12
10260,9471,8598,8562,10910,13102,11317,1,3.302025329472934e-12
10257,9434,8564,8376,10846,11519,9852,1,3.4790373790494108e-12
10298,9457,8561,8386,10058,12318,11371,1,4.436535999962289e-12
10306,9438,8472,8207,9578,11446,11017,1,5.41142949444132e-12
10289,9440,8502,8277,9906,12140,11307,1,4.50413264426029e-12
10258,9427,8513,8350,10257,11240,10080,1,4.405983745339879e-12
10283,9470,8587,8502,10801,12753,11424,1,3.2913476545255903e-12
10227,9358,8441,8194,10599,11191,9885,1,3.4960285274359035e-12
10228,9379,8472,8269,10612,11862,10678,1,3.362873852353618e-12
10257,9469,8618,8571,11251,13113,11089,1,2.953281540745557e-12
10287,9466,8607,8519,10578,11726,10374,1,4.05384933101939e-12
10314,9482,8601,8480,10352,12996,11618,1,3.930777507161383e-12
10310,9466,8517,8357,10028,12194,11294,1,4.452098439579359e-12
10221,9373,8465,8242,10263,11281,9971,1,4.156820037307101e-12
11114,10238,9091,8867,10824,11300,9929,1,3.911649246664213e-12
11187,10306,9132,8927,11069,11717,9773,1,3.615713620619023e-12
11199,10312,9114,8843,10984,11533,9551,1,3.6333109225049197e-12
11208,10311,9090,8780,10701,11039,9153,1,4.173547995603483e-12
11231,10328,9105,8741,10088,9995,8697,1,6.1754778456943426e-12
11060,10201,9068,8835,10709,11717,10104,1,4.029403855015501e-12
11174,10306,9149,8943,11170,11809,9766,1,3.4902544684600554e-12
11200,10302,9113,8843,10828,11386,9490,1,3.947949493080083e-12
11087,10234,9093,8842,10695,11829,10408,1,3.9290871964143265e-12
11052,10180,9043,8827,10641,12083,10644,1,3.966275885389845e-12
11229,10350,9114,8756,10263,10659,9429,1,5.093803199529973e-12
11133,10272,9125,8898,11094,12211,10077,1,3.4286339057655514e-12
11108,10230,9109,8878,11096,11906,10031,1,3.4224909017239046e-12
11199,10318,9151,8939,11077,11828,9933,1,3.5583315774907696e-12
11055,10166,8958,8627,9952,11246,10628,1,5.249673114267681e-12
11063,10232,9033,8725,10283,11377,10198,1,4.685791456530038e-12
11159,10297,9127,8881,10682,11399,9816,1,4.2541366565911964e-12
11169,10302,9107,8816,10548,11522,9793,1,4.37288793546492e-12
11063,10226,9059,8811,10386,11347,10305,1,4.667269595948922e-12
11114,10215,9102,8867,10927,11610,9933,1,3.718434762688368e-12
11165,10296,9120,8814,10317,11356,10002,1,4.929219545796303e-12
11160,10277,9020,8668,10052,10847,9719,1,5.399369443030396e-12
11106,10242,9067,8817,10578,11170,9677,1,4.423189318930414e-12
11077,10183,8980,8660,9876,11454,10502,1,5.797702934517853e-12
11081,10199,8977,8716,10336,11556,10197,1,4.5329323480394825e-12
11042,10201,9020,8702,10222,11072,10196,1,4.8091432683744195e-12
11080,10223,9059,8821,10676,11566,9978,1,4.096847986467261e-12
11075,10204,9048,8768,10353,11387,9963,1,4.761183377086349e-12
11022,10153,9001,8732,10199,11759,10748,1,4.8009162273116196e-12
11146,10262,9115,8811,10380,11824,10649,1,4.456674437868705e-12
10522,9711,8677,8522,9966,11249,10140,1,5.594303997362821e-12
10417,9548,8569,8338,9995,10613,9316,1,5.284289178019356e-12
10526,9706,8691,8399,9577,10649,9489,1,7.107486162671536e-12
10548,9731,8721,8462,9599,10561,9664,1,7.280056935884664e-12
10547,9794,8778,8578,9759,10656,9688,1,7.092566784457479e-12
10501,9707,8759,8596,10083,12340,11085,1,5.020834813368328e-12
10523,9734,8760,8639,9879,10703,9736,1,6.889531325686619e-12
10493,9727,8779,8628,9889,10497,9502,1,6.933723553992878e-12
10482,9653,8654,8409,9737,11020,9824,1,6.1898328814108724e-12
10539,9755,8840,8724,10158,10764,9750,1,5.9896108044272896e-12
10098,9203,8212,7858,9854,10988,9932,1,4.081436763198536e-12
10038,9105,8193,7764,11254,11253,9449,1,2.441123104193865e-12
10450,9632,8656,8498,9969,10534,9605,1,5.8664233345246995e-12
10520,9732,8808,8710,10274,11159,9980,1,5.3898151891901745e-12
10498,9685,8681,8483,9888,10960,9725,1,5.967013907329544e-12
10431,9632,8624,8423,10263,10924,9651,1,4.6109699891790915e-12
10487,9669,8678,8564,10087,11304,10298,1,5.3143242905409344e-12
10502,9736,8847,8769,10634,12240,10700,1,4.259797162072896e-12
10467,9657,8710,8579,10475,12029,10496,1,4.200766772079739e-12
10414,9567,8582,8385,10133,11229,9882,1,4.760340283743171e-12
10093,9186,8221,7876,9920,11090,9891,1,4.0254919182070595e-12
10467,9678,8740,8574,10077,11782,10355,1,5.3350513018749486e-12
10451,9665,8727,8586,10051,11320,10063,1,5.672728374006835e-12
10094,9187,8286,7921,10666,11336,9729,1,3.0575074833927855e-12
10077,9206,8209,7894,9984,11158,9794,1,3.99756352246339e-12
10087,9200,8271,7936,10467,11664,10133,1,3.1993758441582123e-12
10077,9182,8229,7927,10352,11748,10100,1,3.3695273850570846e-12
10086,9183,8261,7935,10581,11832,10165,1,3.059570529566677e-12
10064,9152,8224,7910,10651,12010,10147,1,2.9698637805121072e-12
10035,9131,8211,7874,10917,11971,9970,1,2.7162012109899555e-12
10021,9111,8167,7825,10338,11640,9835,1,3.322478469082894e-12
10027,9150,8212,7879,10778,12028,9874,1,2.878457443457807e-12
10035,9147,8220,7967,9711,11164,10020,1,4.814016325666888e-12
10057,9142,8190,7928,9424,10951,10092,1,5.528723601769783e-12
10054,9126,8133,7814,9164,10576,10077,1,6.014668126191986e-12
10066,9243,8359,8197,10546,12414,10606,1,3.467775917772947e-12
10050,9174,8225,7979,9685,11261,10113,1,4.866057000424635e-12
10041,9153,8221,7971,9636,11464,10499,1,4.810590253616666e-12
10065,9158,8278,8094,10167,11731,10204,1,4.0589790298245725e-12
10070,9189,8242,8011,9928,11355,10195,1,4.305601068657897e-12
10029,9118,8151,7856,9711,10700,9688,1,4.60740928476913e-12
10004,9142,8202,7946,9881,11180,10088,1,4.311976780464697e-12
10058,9166,8228,7986,9791,11576,10316,1,4.515276028284224e-12
10101,9251,8422,8256,10699,13032,10742,1,3.300368735715205e-12
10109,9263,8436,8323,11120,13386,11124,1,2.8184472503458245e-12
10024,9105,8164,7865,9580,10711,9699,1,4.990940197022911e-12
10024,9120,8198,7928,9727,10888,9859,1,4.728456986168952e-12
10055,9179,8272,8058,10058,11764,10430,1,4.077108335006573e-12
10053,9165,8230,8025,9630,11131,10115,1,5.2314390668233144e-12
10047,9148,8223,7975,9536,10980,10084,1,5.34604727552207e-12
10131,9313,8565,8585,11311,12702,11197,1,2.988021951335678e-12
10124,9285,8396,8269,10605,12876,11077,1,3.348146983400214e-12
10109,9246,8409,8282,10353,12363,10890,1,3.869510554282584e-12
10082,9246,8354,8210,10280,12274,10819,1,3.864860250261321e-12
10104,9245,8443,8328,10450,13099,11291,1,3.670342594254147e-12
10106,9289,8525,8538,10945,13112,11404,1,3.3184582460786435e-12
10492,9638,8607,8352,9708,10440,9594,1,6.16062197720972e-12
10526,9731,8799,8610,10264,11149,10175,1,4.887448833934076e-12
10511,9711,8710,8433,9917,10736,9848,1,5.473386473450037e-12
10527,9704,8694,8446,9779,10576,9721,1,6.198491571263957e-12
10504,9701,8720,8489,10011,10561,9504,1,5.606660828205461e-12
10490,9665,8712,8485,9977,10534,9516,1,5.740969287153491e-12
10481,9668,8701,8473,9899,10582,9927,1,5.752125249916563e-12
10489,9655,8684,8492,9952,10669,9727,1,5.7740696864793565e-12
10464,9626,8534,8223,9252,10392,9709,1,7.87362048893367e-12
10482,9652,8631,8344,9388,10103,9378,1,8.143578339539608e-12
10511,9678,8684,8393,9625,10340,9451,1,6.848516502426702e-12
10550,9752,8777,8533,9941,10866,9832,1,5.824608182487786e-12
10483,9674,8659,8408,9819,10388,9242,1,6.173522276807088e-12
10460,9613,8598,8296,9489,10183,9243,1,7.2193155095833085e-12
10502,9661,8611,8283,9328,10505,10053,1,7.475076892973536e-12
10503,9649,8567,8263,9175,10332,9894,1,8.715339759936828e-12
10487,9660,8631,8365,9466,10358,9570,1,7.595268353501175e-12
10499,9633,8583,8254,9252,10004,9235,1,8.515553454696961e-12
10474,9628,8550,8262,9268,9975,9248,1,8.50961307621545e-12
10503,9689,8695,8494,9820,10876,9771,1,6.293323667658186e-12
10422,9592,8530,8263,9735,10696,9765,1,5.570397378697834e-12
10426,9582,8497,8106,8959,9779,9276,1,9.782816836444904e-12
10465,9586,8472,8108,8978,9892,9529,1,9.33035775017735e-12
10434,9571,8480,8137,9077,10003,9470,1,8.783079191209513e-12
10441,9582,8527,8194,9318,9936,9199,1,7.61185424912018e-12
10440,9611,8549,8227,9479,10265,9433,1,6.681045636243109e-12
10469,9606,8503,8162,9167,10174,9635,1,8.045544456912256e-12
10436,9565,8453,8068,9008,9783,9273,1,8.85021358788209e-12
10457,9609,8535,8228,9271,9990,9256,1,8.176963982975973e-12
10413,9554,8459,8071,9243,10015,9258,1,7.1339453190170075e-12
10420,9555,8478,8131,9366,10231,9462,1,6.7026446955927155e-12
10402,9535,8503,8198,9824,10902,9676,1,5.0651195595481566e-12
10397,9513,8456,8075,9729,10248,9252,1,5.094756331165245e-12
10392,9536,8426,8076,9288,10045,9343,1,6.897898770265486e-12
10379,9511,8461,8094,9596,9862,9080,1,5.751316001844692e-12
10381,9525,8452,8103,9536,9997,8985,1,6.101881119465345e-12
10437,9584,8533,8221,9275,9997,9199,1,8.166647916510801e-12
10440,9573,8505,8179,9495,10471,9498,1,6.296359059005374e-12
10381,9562,8539,8223,9753,10357,9362,1,5.569363560248696e-12
10404,9573,8546,8226,9555,10240,9343,1,6.4025766972405e-12
10406,9573,8578,8271,9637,10362,9428,1,6.2162410374505606e-12
10454,9594,8584,8291,10012,11024,9697,1,4.7843577386547925e-12
10428,9601,8578,8311,9972,11199,9828,1,4.9268376353146776e-12
10399,9547,8479,8091,9190,10008,9064,1,7.806990969900809e-12
10385,9549,8556,8266,9880,10497,9351,1,5.335732447558e-12
10376,9517,8529,8176,9769,10036,8857,1,5.625371366982834e-12
10378,9567,8503,8182,9527,10039,9029,1,6.529732551590504e-12
10457,9611,8567,8320,9925,11050,9874,1,5.073107214958272e-12
10382,9675,8916,8903,11427,11336,9391,1,3.7339585927823665e-12
10390,9632,8784,8761,10929,11001,9250,1,4.353935604780175e-12
10284,9573,8782,8680,11330,10362,8653,1,3.800347527654489e-12
10300,9517,8509,8338,9503,9550,8497,1,8.420083926034267e-12
10276,9480,8486,8374,9461,9629,8537,1,9.141040376273898e-12
10394,9626,8707,8602,9765,10247,9040,1,8.078925753954648e-12
10317,9506,8595,8396,10022,10121,8643,1,5.950626391256897e-12
10446,9714,8957,8938,11246,12065,10235,1,3.720885913843722e-12
10385,9598,8616,8473,9714,10092,8743,1,7.704584385042938e-12
10324,9505,8527,8286,9277,9826,8624,1,9.600880751576765e-12
10365,9620,8832,8801,11015,10916,9346,1,4.2506682382275166e-12
10315,9555,8649,8530,10302,10449,8948,1,5.3832252028380615e-12
10302,9553,8672,8526,10282,10095,8675,1,5.591342154225863e-12
10310,9517,8506,8250,9425,10082,8920,1,7.78074286477901e-12
10339,9533,8562,8392,9819,10900,9605,1,6.088723553435075e-12
10409,9685,8818,8750,10843,11722,10146,1,4.055769749427053e-12
10458,9730,8892,8826,10936,12222,10569,1,3.860562263916698e-12
10385,9644,8835,8716,10649,11171,9594,1,4.629484331558731e-12
10317,9596,8706,8602,10362,10530,8982,1,5.430637637907214e-12
10306,9541,8626,8483,9871,10354,9011,1,6.783330702580352e-12
10315,9499,8493,8294,9560,10473,9237,1,7.068954213387774e-12
10308,9438,8402,8116,9171,9564,8749,1,8.730440170399018e-12
10295,9427,8315,8019,8894,9413,8486,1,1.0731668154243354e-11
10326,9504,8507,8350,9520,9513,8536,1,8.362145147958328e-12
10483,9769,8907,8904,11105,11773,10402,1,3.796350158030311e-12
10421,9697,8855,8864,10876,11116,9635,1,4.5294392833357645e-12
10410,9657,8831,8852,10732,10701,9220,1,5.092032823931635e-12
10289,9491,8517,8357,9700,10149,8980,1,6.962683709456242e-12
10261,9446,8407,8196,9361,9710,8656,1,8.174892493923885e-12
10346,9495,8422,8127,9033,9635,8617,1,1.0225711804321543e-11
10280,9453,8401,8143,9105,9513,8481,1,9.95526848519062e-12
10357,9571,8677,8573,10201,10545,9163,1,5.728127423765835e-12
10667,9817,8688,8430,9602,11154,10404,1,6.405990580215587e-12
10317,9500,8449,8237,9432,9984,8843,1,7.75332976374165e-12
10763,9936,8851,8673,10126,11969,10741,1,5.092031692846835e-12
10740,9897,8828,8621,10153,11657,10690,1,4.836248895690855e-12
10731,9912,8787,8486,9614,11730,10695,1,6.3866637496979966e-12
10489,9761,8919,8890,10765,11626,10452,1,4.416297145510922e-12
10401,9655,8833,8691,10316,11100,9627,1,5.443265999643083e-12
10369,9658,8775,8635,10230,10700,9235,1,5.7604431638233596e-12
10342,9577,8687,8588,10130,10509,9034,1,6.153408813313564e-12
10330,9587,8650,8506,9943,10276,8939,1,6.5751534833865826e-12
10326,9550,8559,8429,9810,9929,8720,1,6.990100590804557e-12
10281,9508,8544,8371,9735,10025,8713,1,7.059709450874253e-12
10683,9868,8846,8591,9924,12020,10849,1,5.4726575761487285e-12
10708,9880,8807,8548,9684,10791,10230,1,6.7481038640483994e-12
10685,9833,8727,8408,9321,10522,9958,1,8.480412254573885e-12
10676,9829,8758,8507,9541,11204,10482,1,7.265497044532008e-12
10657,9800,8692,8403,9333,10789,10352,1,8.079430623335295e-12
10308,9508,8488,8282,9524,10044,8867,1,7.486920027822746e-12
10340,9548,8563,8369,9616,10203,8943,1,7.429140270138481e-12
10344,9548,8544,8343,9492,9809,8738,1,8.215807523031285e-12
10344,9586,8665,8572,10115,10272,8920,1,6.213539173714446e-12
10355,9603,8765,8646,10457,10780,9048,1,5.23420186238447e-12
10362,9638,8838,8850,10908,10870,9299,1,4.636821911947471e-12
10408,9598,8665,8567,10361,10954,9663,1,4.891099742794255e-12
10460,9698,8835,8740,10521,11699,10438,1,4.584808864450202e-12
10722,9900,8858,8736,10256,11503,10561,1,5.0562663898263115e-12
10359,9587,8735,8643,10558,10534,8946,1,5.026525430433169e-12
10412,9620,8740,8553,10228,11255,9983,1,4.997357251841128e-12
10350,9595,8655,8454,9888,10523,9372,1,6.1871501361840954e-12
10338,9567,8654,8441,9990,10491,9081,1,5.91798029068e-12
10360,9572,8591,8457,9886,10054,8650,1,6.791694782177779e-12
10355,9533,8538,8321,9412,9857,8775,1,8.58110708379193e-12
10320,9494,8499,8237,9268,9710,8765,1,9.016350630545187e-12
10280,9460,8406,8150,9287,9958,8898,1,8.031352997957795e-12
10668,9840,8802,8636,9792,11249,10723,1,6.511659120869077e-12
10643,9809,8709,8482,9457,10413,9963,1,8.146005575373546e-12
10697,9858,8783,8561,9686,10969,10099,1,6.965052704550137e-12
10757,9958,8965,8790,10303,12346,11102,1,4.789873177578647e-12
10670,9840,8839,8684,9989,11700,11200,1,5.559662691811984e-12
10748,9915,8860,8685,9902,11840,10894,1,6.0257012826230865e-12
10686,9888,8858,8689,9976,12133,11326,1,5.533822014336677e-12
10691,9879,8865,8706,10033,11659,10680,1,5.71195918049782e-12
10742,9902,8909,8799,10235,11998,10831,1,5.252990443207522e-12
10697,9868,8844,8630,9732,11762,11000,1,6.581235644711903e-12
10489,9718,8771,8656,10557,10794,9664,1,4.561790812904003e-12
10513,9690,8692,8487,10580,10749,9118,1,4.262549437622365e-12
10493,9680,8619,8397,10247,10435,9041,1,4.81535375736961e-12
10546,9709,8678,8420,9610,10287,9340,1,7.178743424681539e-12
10503,9692,8708,8533,10258,10769,9405,1,5.06302883335941e-12
10522,9744,8729,8556,10184,10338,9417,1,5.335492510085467e-12
10555,9771,8738,8519,9676,10379,9388,1,7.414152339862297e-12
10575,9784,8773,8598,10066,10225,9469,1,5.8589495712797495e-12
10541,9729,8667,8465,9545,9855,9173,1,8.137667907126972e-12
10459,9649,8620,8388,9941,10338,9049,1,5.755261541147282e-12
10549,9773,8804,8688,10373,10471,9285,1,5.3154322399751015e-12
10586,9850,8958,8920,10642,11289,9870,1,5.011874998651736e-12
